EAN,EAN_OnPage,ASIN,SupplierTitle,AmazonTitle,SupplierURL,AmazonURL,MatchMethod,Confidence,CreatedAt,bought_in_past_month,fba_seller_count,fbm_seller_count,total_offer_count,SupplierPrice_incVAT,SupplierPrice_exVAT,SellingPrice_incVAT,ReferralFee,FBAFee,PrepHouseFee,OutputVAT,InputVAT,NetProceeds,HMRC,NetProfit,ROI,Breakeven,ProfitMargin
5056338382566,,B09ZGZVMNY,DID Squeezy Sauce Bottles 3pc,"32oz Squeeze Bottles with Caps, Happybase 5 Pack 1000ml Squeezy Sauce Bottles, Plastic Squeeze Dispensers with Measurements for Ketchup, BBQ, Sauces, Syrup, Dressings",https://www.poundwholesale.co.uk/3pc-sauce-bottles,https://www.amazon.co.uk/dp/B09ZGZVMNY,title,medium,2025-08-24T18:00:34.901813,,Available (see Keepa data),,1,1.36,1.1333333333333335,25.96,3.89,3.48,0.55,4.326666666666667,1.810666666666667,17.116,2.516,12.580000000000002,747.3267326732673,10.864,58.15100154083205
8680518414661,,B0F1SML9DX,Sarina Round Glass Jar 2000CC Assorted,"Dewocke 4PCS Round Glass Soup Containers With Lids, 710ml Glass Meal Prep Containers, Round Heat Resistant Leak Proof Food Container, Meal Prep Containers Freezer Microwave Safe",https://www.poundwholesale.co.uk/sarina-round-glass-jar-2000cc-assorted,https://www.amazon.co.uk/dp/B0F1SML9DX,title,medium,2025-08-24T18:04:39.515482,,Available (see Keepa data),,1,1.57,1.3083333333333333,23.99,3.6,4.73,0.55,3.9983333333333335,2.037666666666667,13.993999999999998,1.9606666666666666,9.803333333333333,527.5336322869955,12.226,49.03709879116298
8680518411493,,B0DCW2CV8H,Smiley Face Round Glass Storage Jar With Lid 415ml,Hylruu Round Glass Storage Jars with Lids and Spoon 1000ML Set of 3 - High Borosilicate Glass Airtight Kitchen Food Canisters Cylinder Clear Preserving Seal Containers,https://www.poundwholesale.co.uk/smiley-face-round-glass-storage-jar-with-lid-415ml,https://www.amazon.co.uk/dp/B0DCW2CV8H,title,medium,2025-08-24T17:58:19.487425,,Available (see Keepa data),,1,0.71,0.5916666666666667,14.99,2.25,3.25,0.55,2.4983333333333335,1.3283333333333334,8.39,1.1700000000000002,5.8500000000000005,512.4087591240877,7.97,46.831220813875916
5038673140742,5038673140742,B0CCJSXPJ4,Prima Round BBQ Grill Basket 31cm,Round BBQ Grill Dia 31cm W/Coating,https://www.poundwholesale.co.uk/prima-round-bbq-grill-basket-31cm,https://www.amazon.co.uk/dp/B0CCJSXPJ4,EAN,high,2025-08-24T18:02:41.789918,,,Available (see Keepa data),1,5.31,4.425,13.99,1.82,5.77,0.55,2.331666666666667,2.5130000000000003,4.8820000000000014,-0.18133333333333335,-0.9066666666666681,-18.224455611390315,15.078000000000001,-7.776983559685502
5038673184272,5038673184272,B0144QCNJG,Prima 2 Blade Potato Chipper,2 Blade Potato Chipper,https://www.poundwholesale.co.uk/prima-2-blade-potato-chipper,https://www.amazon.co.uk/dp/B0144QCNJG,EAN,high,2025-08-24T18:03:40.195697,,,Available (see Keepa data),12,6.59,5.491666666666667,9.75,1.46,3.04,0.55,1.6250000000000002,2.108333333333334,4.3500000000000005,-0.4833333333333336,-2.416666666666668,-40.00000000000002,12.65,-29.74358974358976
5038673140728,5038673140728,B001D5DQTS,Prima Chrome BBQ Fish Grill Basket,Fish BBQ Grill Chrome,https://www.poundwholesale.co.uk/prima-chrome-bbq-fish-grill-basket,https://www.amazon.co.uk/dp/B001D5DQTS,EAN,high,2025-08-24T17:59:44.778579,,,Available (see Keepa data),1,3.53,2.9416666666666664,10.63,1.59,5.77,0.55,1.771666666666667,2.1703333333333332,1.7980000000000018,-0.3986666666666663,-1.9933333333333323,-57.088305489260115,13.022,-22.502351834430844
5038673160108,5038673160108,B08W59F36D,Prima 250g Freezer Blocks 2 Packs Assorted Colours CDU,Prima 2pc 250ml Freezer Block,https://www.poundwholesale.co.uk/prima-250g-freezer-blocks-2-packs-assorted-colours-cdu,https://www.amazon.co.uk/dp/B08W59F36D,EAN,high,2025-08-24T18:02:01.100278,,,Available (see Keepa data),1,0.86,0.7166666666666667,5.8,1.56,2.94,0.55,0.9666666666666667,1.1533333333333333,0.40000000000000036,-0.18666666666666665,-0.9333333333333336,-73.68421052631581,6.92,-19.310344827586214
5038673182964,5038673182964,B08ZGHFJ16,Prima Red & Yellow Sauce Dispenser Set 2pc,Prima 18296C 2pc Sauce Dispenser (Mustard & Ketchup),https://www.poundwholesale.co.uk/prima-red-yellow-sauce-dispenser-set-2pc,https://www.amazon.co.uk/dp/B08ZGHFJ16,EAN,high,2025-08-24T18:06:16.283250,,,Available (see Keepa data),1,0.99,0.8250000000000001,4.99,1.2,2.65,0.55,0.8316666666666668,1.045,0.370000000000001,-0.21333333333333315,-1.0666666666666655,-77.57575757575749,6.27,-25.65130260521039
5038673140766,5038673140766,B0CCJS2H52,Prima Fish BBQ Grill Basket 37 X 12 X 35.5cm,Fish BBQ Grill 37x12x35.5cm,https://www.poundwholesale.co.uk/prima-fish-bbq-grill-basket-37-x-12-x-35-5cm,https://www.amazon.co.uk/dp/B0CCJS2H52,EAN,high,2025-08-24T18:01:19.522743,,,Available (see Keepa data),2,2.48,2.066666666666667,3.89,0.5,3.65,0.55,0.6483333333333334,1.3533333333333335,-1.0900000000000003,-0.7050000000000001,-3.525,-134.71337579617833,8.12,-108.74035989717224
5038673184913,5038673184913,B0CDCHNTZV,Prima Can Covers 3pc,Prima 18491C 3 Can Covers,https://www.poundwholesale.co.uk/prima-can-covers-3pc,https://www.amazon.co.uk/dp/B0CDCHNTZV,EAN,high,2025-08-24T18:05:20.743019,,,Available (see Keepa data),1,0.78,0.65,6.0,0.9,5.77,0.55,1.0000000000000002,1.574,-2.0039999999999996,-0.5739999999999998,-2.87,-239.16666666666666,9.443999999999999,-57.400000000000006
