EAN,EAN_OnPage,ASIN,SupplierTitle,AmazonTitle,SupplierURL,AmazonURL,MatchMethod,Confidence,CreatedAt,bought_in_past_month,fba_seller_count,fbm_seller_count,total_offer_count,SupplierPrice_incVAT,SupplierPrice_exVAT,SellingPrice_incVAT,ReferralFee,FBAFee,PrepHouseFee,OutputVAT,InputVAT,NetProceeds,HMRC,NetProfit,ROI,Breakeven,ProfitMargin
5038673184241,5055441466927,B0FFTC714K,Prima Colour-Coded PP Measuring Spoon Set 6pc,"Goodyear Universal 385mm Extra Torque Arms Spanner Extension Bar, Extender, Offset Extension Wrench, Ratchet, Serpentine Belt Tool, Pry Bar Wrench Adaptor, Lever Bar, Extendable Breaker",https://www.poundwholesale.co.uk/prima-colour-coded-pp-measuring-spoon-set-6pc,https://www.amazon.co.uk/dp/B0FFTC714K,EAN,high,2025-08-24T17:55:54.266479,,,Available (see Keepa data),1,1.272,1.06,21.99,2.74875,2.8,0.55,3.665,1.43175,15.331499999999998,2.23325,11.166249999999998,693.5559006211179,8.5905,60.93451568894951
5056338382566,,B09ZGZVMNY,DID Squeezy Sauce Bottles 3pc,"32oz Squeeze Bottles with Caps, Happybase 5 Pack 1000ml Squeezy Sauce Bottles, Plastic Squeeze Dispensers with Measurements for Ketchup, BBQ, Sauces, Syrup, Dressings",https://www.poundwholesale.co.uk/3pc-sauce-bottles,https://www.amazon.co.uk/dp/B09ZGZVMNY,title,medium,2025-08-24T18:00:34.901813,,Available (see Keepa data),,1,1.6320000000000001,1.36,25.96,3.89,3.48,0.55,4.326666666666667,1.8560000000000003,17.116,2.470666666666667,12.353333333333335,646.7713787085515,11.136000000000001,57.10323574730355
5038673172156,5055441466927,B0FFTC714K,Deep Mixing Bowl Stainless Steel - 24X9.5cm,"Goodyear Universal 385mm Extra Torque Arms Spanner Extension Bar, Extender, Offset Extension Wrench, Ratchet, Serpentine Belt Tool, Pry Bar Wrench Adaptor, Lever Bar, Extendable Breaker",https://www.poundwholesale.co.uk/deep-mixing-bowl-stainless-steel-24x9-5cm,https://www.amazon.co.uk/dp/B0FFTC714K,EAN,high,2025-08-24T17:57:30.219382,,,Available (see Keepa data),1,1.428,1.19,21.99,2.74875,2.8,0.55,3.665,1.4577499999999999,15.331499999999998,2.20725,11.036249999999999,634.2672413793103,8.7465,60.225102319236015
8680518411493,,B0DCW2CV8H,Smiley Face Round Glass Storage Jar With Lid 415ml,Hylruu Round Glass Storage Jars with Lids and Spoon 1000ML Set of 3 - High Borosilicate Glass Airtight Kitchen Food Canisters Cylinder Clear Preserving Seal Containers,https://www.poundwholesale.co.uk/smiley-face-round-glass-storage-jar-with-lid-415ml,https://www.amazon.co.uk/dp/B0DCW2CV8H,title,medium,2025-08-24T17:58:19.487425,,Available (see Keepa data),,1,0.852,0.71,14.99,2.25,3.25,0.55,2.4983333333333335,1.352,8.39,1.1463333333333334,5.731666666666667,454.8941798941799,8.112,45.88392261507672
5038673180120,,B0BP82LZMF,Prima Fries & Vegetable Cutter,Tirana 19 in 1 Vegetable Chopper Box Onion Chopper Salad Chopper Food Dicer Mandoline Vegetable Slicer Mandolin Slicer Onion Cutter,https://www.poundwholesale.co.uk/prima-fries-vegetable-cutter,https://www.amazon.co.uk/dp/B0BP82LZMF,title,medium,2025-08-24T17:50:31.209204,800.0,Available (see Keepa data),,1,2.6039999999999996,2.17,14.99,2.25,3.26,0.55,2.4983333333333335,1.6460000000000001,8.378,0.8523333333333334,4.261666666666667,156.67892156862746,9.876,34.11607738492328
5038673140629,5060630690700,B07N2SSWF2,Prima Stainless Steel Wooden Handle BBQ Skewers 10mm,"MATANA 250 Wooden Paddle Skewers, 18cm - Flat Bamboo Sticks - Cocktails, Kebab, Burger, Barbecue, Chocolate Fountain, Fruits, BBQ Party - 100% Natural",https://www.poundwholesale.co.uk/prima-stainless-steel-wooden-handle-bbq-skewers-10mm,https://www.amazon.co.uk/dp/B07N2SSWF2,title,medium,2025-08-24T17:44:59.347932,100.0,Available (see Keepa data),Available (see Keepa data),2,2.976,2.48,11.99,1.8,2.72,0.55,1.9983333333333335,1.51,6.566,0.4883333333333335,2.4416666666666673,80.5830583058306,9.059999999999999,24.437030859049212
5055566909385,5060880060032,B09HTXGVYP,1 Litre Measuring Jug,"Acense Polypropylene Measuring Jug, Precise Measurement, Perfect Narrow Stem, Spillage-Free, Multi-Purpose Flour, Ground Almonds, Sugar, Milk, Oil, Dishwasher Safe, Capacity: 1ltr/35fl.oz",https://www.poundwholesale.co.uk/1-litre-measuring-jug,https://www.amazon.co.uk/dp/B09HTXGVYP,title,medium,2025-08-24T17:56:47.373121,100.0,,Available (see Keepa data),1,0.72,0.6,6.6,0.825,2.8,0.55,1.1,0.955,2.25,0.14500000000000013,0.7250000000000005,63.04347826086961,5.7299999999999995,13.181818181818192
5038673182933,,B0D3QJ8F1P,Prima Rubber Baster,"2 Pcs Turkey Baster Large,Chicken Basting Cooking Pipette,Aquarium Injector, Plastic Dropper Rubber Head",https://www.poundwholesale.co.uk/rubber-basher,https://www.amazon.co.uk/dp/B0D3QJ8F1P,title,medium,2025-08-24T17:51:26.318271,,Available (see Keepa data),,1,1.104,0.92,6.59,0.99,2.65,0.55,1.0983333333333334,1.022,2.2220000000000004,0.07633333333333336,0.3816666666666677,25.963718820861747,6.131999999999999,6.949924127465875
5056338382597,5056338382597,B0937LZ578,DID Cocktail Sticks Set 4 X 150pc,Cocktail Sticks 4 x 150pc (600pcs),https://www.poundwholesale.co.uk/did-cocktail-sticks-set-4-x-150pc,https://www.amazon.co.uk/dp/B0937LZ578,EAN,high,2025-08-24T17:48:22.934091,,,Available (see Keepa data),2,0.72,0.6,5.99,0.9,2.65,0.55,0.9983333333333335,0.94,1.7300000000000004,0.05833333333333357,0.29166666666666785,25.362318840579817,5.639999999999999,5.84307178631054
5015302459956,5015302459956,B00CJFSLYQ,Egg Cup Set Assorted Colours 4 Pack,Egg Cups Kids Adult Eggy Soldiers Breakfast Home Kitchen Office Pack of 4 - Colors May Vary,https://www.poundwholesale.co.uk/4-pack-egg-cups-assorted-colours,https://www.amazon.co.uk/dp/B00CJFSLYQ,EAN,high,2025-08-24T17:53:04.323302,,,Available (see Keepa data),1,0.852,0.71,5.9,0.89,2.65,0.55,0.9833333333333335,0.96,1.6520000000000001,0.02333333333333354,0.11666666666666714,9.259259259259297,5.76,2.3728813559322126
5038673185477,,B0D25YFS8F,Prima Stainless Steel Oil Dispenser 750ml,"SWEET VIEW Olive Oil Spray Bottle, 470ml 2 In 1 Glass Oil Dispenser/Pour & Sprayr Bottle, Kitchen Accessories, Kitchen Gadgets for Air Fryer, Salad, BBQ(Black)",https://www.poundwholesale.co.uk/prima-stainless-steel-oil-dispenser-750ml,https://www.amazon.co.uk/dp/B0D25YFS8F,title,medium,2025-08-24T17:54:13.000411,,Available (see Keepa data),,2,7.02,5.85,8.79,1.32,2.7,0.55,1.465,2.0840000000000005,3.9659999999999984,-0.6190000000000004,-3.0950000000000024,-48.35937500000004,12.504000000000001,-42.252559726962495
5015302462703,5015302462703,B008ESN6PG,Coco & Grey Microwave Plate Cover 26cm 2 Pack,"Set of 2 Ventilated Microwave Food Plate Dish Cover Kitchen Cooking, Pack of 2",https://www.poundwholesale.co.uk/2pk-microwave-plate-cover-26cm-set-2,https://www.amazon.co.uk/dp/B008ESN6PG,EAN,high,2025-08-24T17:49:25.960648,600.0,Available (see Keepa data),Available (see Keepa data),16,1.188,0.99,5.69,0.85,3.26,0.55,0.9483333333333335,1.13,0.7580000000000009,-0.18166666666666642,-0.9083333333333323,-58.982683982683916,6.779999999999999,-19.156414762741626
