EAN,EAN_OnPage,ASIN,SupplierTitle,AmazonTitle,SupplierURL,AmazonURL,MatchMethod,Confidence,CreatedAt,bought_in_past_month,fba_seller_count,fbm_seller_count,total_offer_count,SupplierPrice_incVAT,SupplierPrice_exVAT,SellingPrice_incVAT,ReferralFee,FBAFee,PrepHouseFee,OutputVAT,InputVAT,NetProceeds,HMRC,NetProfit,ROI,Breakeven,ProfitMargin
5038673140582,,B01GGC86BA,Prima Wooden Handle BBQ Skewer 5mm,Tri-star 6pc 54cm stainless steel BBQ Skewers 5mm with Wooden Handle,https://www.poundwholesale.co.uk/prima-wooden-handle-bbq-skewer-5mm,https://www.amazon.co.uk/dp/B01GGC86BA,title,medium,2025-08-24T18:09:30.680593,,,Available (see Keepa data),1,0.74,0.6166666666666667,16.99,2.12375,2.8,0.55,2.8316666666666666,1.2180833333333334,11.081499999999998,1.6135833333333331,8.067916666666665,691.5357142857141,7.3085,56.98351971748086
8680518414661,,B0F1SML9DX,Sarina Round Glass Jar 2000CC Assorted,"Dewocke 4PCS Round Glass Soup Containers With Lids, 710ml Glass Meal Prep Containers, Round Heat Resistant Leak Proof Food Container, Meal Prep Containers Freezer Microwave Safe",https://www.poundwholesale.co.uk/sarina-round-glass-jar-2000cc-assorted,https://www.amazon.co.uk/dp/B0F1SML9DX,title,medium,2025-08-24T18:04:39.515482,,Available (see Keepa data),,1,1.57,1.3083333333333333,23.99,3.6,4.73,0.55,3.9983333333333335,2.037666666666667,13.993999999999998,1.9606666666666666,9.803333333333333,527.5336322869955,12.226,49.03709879116298
2019040800028,,B0CBRYMJHJ,"Battery-Powered Smartphone With Buttons, Light & Sound","Turmeric Vitamin C Face Cream, Vitamin C Face Moisturizer, Anti-aging Hydration Skin Firming & Brightening Cream for Dark Spots, Wrinkles, Uneven Skin Tone, Hydrating Day and Night Cream",https://www.poundwholesale.co.uk/battery-powered-smartphone-with-buttons-light-sound,https://www.amazon.co.uk/dp/B0CBRYMJHJ,EAN,high,2025-08-24T18:21:36.798379,,Available (see Keepa data),,1,0.71,0.5916666666666667,14.1,2.12,2.94,0.55,2.3500000000000005,1.2403333333333335,8.027999999999999,1.109666666666667,5.548333333333333,485.98540145985396,7.442,47.219858156028366
5000170501586,5038061143911,B0BGHQ7LLH,Magic Fairy Wand With Tiara And Knecklace,"Remington Detail Kit for Men (Trimmer for Eyebrows and Fine Detailing, Rotary Trimmer for Nose and Ear, Comb Tweezers, Storage, Battery Operated with Battery Included) NE8000",https://www.poundwholesale.co.uk/magic-fairy-wand-with-tiara-and-knecklace,https://www.amazon.co.uk/dp/B0BGHQ7LLH,EAN,high,2025-08-24T18:23:17.752056,200.0,,Available (see Keepa data),7,2.01,1.6749999999999998,16.97,2.55,2.94,0.55,2.8283333333333336,1.5430000000000001,10.381999999999998,1.2853333333333334,6.426666666666666,288.83895131086143,9.258,45.4449027695934
2019032701012,,B0CNCGCWBH,Multifunctional Cash Register With Light & Sound,"maysida Kids Cash Register Toy Playset, Toddler Prentend Play Store with Real Calculator Cash Register with Scanner/Credit Card/Play Money/Food, Learning Toys for Boys Girls Toddlers(Pink)",https://www.poundwholesale.co.uk/multifunctional-cash-register-with-light-sound,https://www.amazon.co.uk/dp/B0CNCGCWBH,title,medium,2025-08-24T18:22:25.371505,50.0,Available (see Keepa data),,1,4.5,3.75,23.74,3.56,3.15,0.55,3.956666666666667,2.2020000000000004,15.687999999999999,1.7546666666666666,8.77333333333333,204.03100775193792,13.212000000000002,44.34709351305812
5000170501005,5038061143911,B0BGHQ7LLH,My Home Little Chef Dreamer Iron Toy,"Remington Detail Kit for Men (Trimmer for Eyebrows and Fine Detailing, Rotary Trimmer for Nose and Ear, Comb Tweezers, Storage, Battery Operated with Battery Included) NE8000",https://www.poundwholesale.co.uk/my-home-little-chef-dreamer-iron-toy,https://www.amazon.co.uk/dp/B0BGHQ7LLH,EAN,high,2025-08-24T18:24:04.113425,200.0,,Available (see Keepa data),7,3.09,2.575,16.97,2.55,2.94,0.55,2.8283333333333336,1.7230000000000005,10.381999999999998,1.105333333333333,5.526666666666664,176.85333333333324,10.338000000000003,39.08073070123746
5000170500992,8809782554884,B09D7QJP1M,My Home Little Chef Dream Food Mixer Toy,"d'Alba Italian White Trufe Waterfull Tone-up suncreen SPF 50+ PA++++,Vegan hybrid UV filters tinted suncreen, glow and brightening suncreen, Safe use for dry and sensitive skin, Korean skincare",https://www.poundwholesale.co.uk/my-home-little-chef-dream-food-mixer-toy,https://www.amazon.co.uk/dp/B09D7QJP1M,EAN,high,2025-08-24T18:19:36.839285,700.0,Available (see Keepa data),Available (see Keepa data),4,2.98,2.4833333333333334,15.0,2.25,2.72,0.55,2.5,1.600666666666667,9.036,0.8993333333333331,4.496666666666666,148.24175824175822,9.604000000000001,35.97333333333333
5056170352628,5065021677131,B0FHC1FC5H,Ember BBQ Bamboo Skewers 30cm 100 Pack,"30cm Bamboo Skewers – 3mm Thick, 150-Pack – Natural Bamboo Sticks for BBQ, Grilling, Fruit & Crafts – Food-Safe, Eco-Friendly & Compostable – Smooth & Strong",https://www.poundwholesale.co.uk/ember-bbq-bamboo-skewers-30cm-100-pack,https://www.amazon.co.uk/dp/B0FHC1FC5H,title,medium,2025-08-24T18:12:44.889696,,Available (see Keepa data),,1,0.56,0.46666666666666673,8.89,1.33,3.65,0.55,1.481666666666667,1.1993333333333334,2.9140000000000006,0.28233333333333355,1.411666666666667,138.85245901639348,7.196000000000001,19.055118110236226
5000170501029,5038061143911,B0BGHQ7LLH,My Home Little Chef Dream Blender Toy,"Remington Detail Kit for Men (Trimmer for Eyebrows and Fine Detailing, Rotary Trimmer for Nose and Ear, Comb Tweezers, Storage, Battery Operated with Battery Included) NE8000",https://www.poundwholesale.co.uk/my-home-little-chef-dream-blender-toy,https://www.amazon.co.uk/dp/B0BGHQ7LLH,EAN,high,2025-08-24T18:18:46.552272,200.0,,Available (see Keepa data),7,3.96,3.3000000000000003,16.97,2.55,2.94,0.55,2.8283333333333336,1.8680000000000003,10.381999999999998,0.9603333333333333,4.801666666666664,124.71861471861463,11.208000000000002,33.95403653506186
5000170501043,8809782554884,B09D7QJP1M,My Home Little Chef Dreamer Coffee Tea Maker Toy,"d'Alba Italian White Trufe Waterfull Tone-up suncreen SPF 50+ PA++++,Vegan hybrid UV filters tinted suncreen, glow and brightening suncreen, Safe use for dry and sensitive skin, Korean skincare",https://www.poundwholesale.co.uk/my-home-little-chef-dreamer-coffee-tea-maker-toy,https://www.amazon.co.uk/dp/B09D7QJP1M,EAN,high,2025-08-24T18:20:23.927377,700.0,Available (see Keepa data),Available (see Keepa data),4,4.18,3.4833333333333334,15.0,2.25,2.72,0.55,2.5,1.8006666666666669,9.036,0.6993333333333331,3.496666666666666,86.69421487603304,10.804,27.97333333333333
