EAN,EAN_OnPage,ASIN,SupplierTitle,AmazonTitle,SupplierURL,AmazonURL,MatchMethod,Confidence,CreatedAt,bought_in_past_month,fba_seller_count,fbm_seller_count,total_offer_count,SupplierPrice_incVAT,SupplierPrice_exVAT,SellingPrice_incVAT,ReferralFee,FBAFee,PrepHouseFee,OutputVAT,InputVAT,NetProceeds,HMRC,NetProfit,ROI,Breakeven,ProfitMargin
5055319555869,5060803013541,B09GMQ1BHK,Auto Extreme Professional Engine Degreaser And Cleaner Spray 300ml (Expired Stock 2017),HLS Supplies DG-15 20L Degreaser Cleaner - Degreaser Kitchen Heavy Duty,https://www.poundwholesale.co.uk/auto-extreme-professional-engine-degreaser-and-cleaner-spray-300ml,https://www.amazon.co.uk/dp/B09GMQ1BHK,title,medium,2025-08-24T17:41:40.754988,,,Available (see Keepa data),1.0,0.36,0.3,30.99,3.87375,2.8,0.55,5.165000000000001,1.50475,22.981499999999997,3.660250000000001,18.30125,2153.088235294117,9.0285,70.86640851887705
5055319573573,,B0CKX1FG7P,Sewing Machine Oil 150ml,"Cliselda Acrylic Display Case with Black Base, Assemble Acrylic Display Box, Acrylic Box Curiosity Cube Plastic Dustproof Showcase for Display Collectible Action Figures Toys (20x20x30 cm)",https://www.poundwholesale.co.uk/sewing-machine-oil-150ml,https://www.amazon.co.uk/dp/B0CKX1FG7P,EAN,high,2025-08-24T17:42:36.353100,,Available (see Keepa data),,1.0,0.67,0.5583333333333333,26.99,4.05,3.26,0.55,4.498333333333333,1.6836666666666666,18.218,2.8146666666666667,14.073333333333334,1269.7744360902257,10.101999999999999,62.571322712115595
5038673184241,5055441466927,B0FFTC714K,Prima Colour-Coded PP Measuring Spoon Set 6pc,"Goodyear Universal 385mm Extra Torque Arms Spanner Extension Bar, Extender, Offset Extension Wrench, Ratchet, Serpentine Belt Tool, Pry Bar Wrench Adaptor, Lever Bar, Extendable Breaker",https://www.poundwholesale.co.uk/prima-colour-coded-pp-measuring-spoon-set-6pc,https://www.amazon.co.uk/dp/B0FFTC714K,EAN,high,2025-08-24T17:55:54.266479,,,Available (see Keepa data),1.0,1.06,0.8833333333333334,21.99,2.74875,2.8,0.55,3.665,1.3964166666666669,15.331499999999998,2.268583333333333,11.342916666666666,791.3662790697672,8.3785,61.898590268303764
5019702951744,,B0FGNVDF59,Rapide Easy Grease 200ml,"5220FR2075L, 5220FR2006H Water Inlet Valve, Washing Machine Cold and Hot Side Water Valve Set, Compatible with 5221ER1003A 5221ER1003C",https://www.poundwholesale.co.uk/rapide-easy-grease-200ml,https://www.amazon.co.uk/dp/B0FGNVDF59,EAN,high,2025-08-24T17:43:22.702259,,,Available (see Keepa data),1.0,0.65,0.5416666666666667,17.99,2.7,2.94,0.55,2.9983333333333335,1.3463333333333336,11.221999999999998,1.652,8.259999999999998,756.6412213740455,8.078000000000001,55.097276264591436
5056338382566,,B09ZGZVMNY,DID Squeezy Sauce Bottles 3pc,"32oz Squeeze Bottles with Caps, Happybase 5 Pack 1000ml Squeezy Sauce Bottles, Plastic Squeeze Dispensers with Measurements for Ketchup, BBQ, Sauces, Syrup, Dressings",https://www.poundwholesale.co.uk/3pc-sauce-bottles,https://www.amazon.co.uk/dp/B09ZGZVMNY,title,medium,2025-08-24T18:00:34.901813,,Available (see Keepa data),,1.0,1.36,1.1333333333333335,25.96,3.89,3.48,0.55,4.326666666666667,1.810666666666667,17.116,2.516,12.580000000000002,747.3267326732673,10.864,58.15100154083205
5055319517477,,B0CKX1FG7P,"All Purpose Nato Green Spray Paint 400ml (Metal,Wood And Plastic)","Cliselda Acrylic Display Case with Black Base, Assemble Acrylic Display Box, Acrylic Box Curiosity Cube Plastic Dustproof Showcase for Display Collectible Action Figures Toys (20x20x30 cm)",https://www.poundwholesale.co.uk/all-purpose-nato-green-spray-paint-400ml-metal-wood-and-plastic,https://www.amazon.co.uk/dp/B0CKX1FG7P,EAN,high,2025-08-24T17:40:53.983007,,Available (see Keepa data),,1.0,1.5,1.25,26.99,4.05,3.26,0.55,4.498333333333333,1.822,18.218,2.676333333333333,13.381666666666668,743.425925925926,10.931999999999999,59.496109670248245
5038673172156,5055441466927,B0FFTC714K,Deep Mixing Bowl Stainless Steel - 24X9.5cm,"Goodyear Universal 385mm Extra Torque Arms Spanner Extension Bar, Extender, Offset Extension Wrench, Ratchet, Serpentine Belt Tool, Pry Bar Wrench Adaptor, Lever Bar, Extendable Breaker",https://www.poundwholesale.co.uk/deep-mixing-bowl-stainless-steel-24x9-5cm,https://www.amazon.co.uk/dp/B0FFTC714K,EAN,high,2025-08-24T17:57:30.219382,,,Available (see Keepa data),1.0,1.19,0.9916666666666667,21.99,2.74875,2.8,0.55,3.665,1.4180833333333336,15.331499999999998,2.2469166666666665,11.234583333333333,728.7297297297297,8.5085,61.307412460209186
8680518411493,,B0DCW2CV8H,Smiley Face Round Glass Storage Jar With Lid 415ml,Hylruu Round Glass Storage Jars with Lids and Spoon 1000ML Set of 3 - High Borosilicate Glass Airtight Kitchen Food Canisters Cylinder Clear Preserving Seal Containers,https://www.poundwholesale.co.uk/smiley-face-round-glass-storage-jar-with-lid-415ml,https://www.amazon.co.uk/dp/B0DCW2CV8H,title,medium,2025-08-24T17:58:19.487425,,Available (see Keepa data),,1.0,0.71,0.5916666666666667,14.99,2.25,3.25,0.55,2.4983333333333335,1.3283333333333334,8.39,1.1700000000000002,5.8500000000000005,512.4087591240877,7.97,46.831220813875916
5038673180120,,B0BP82LZMF,Prima Fries & Vegetable Cutter,Tirana 19 in 1 Vegetable Chopper Box Onion Chopper Salad Chopper Food Dicer Mandoline Vegetable Slicer Mandolin Slicer Onion Cutter,https://www.poundwholesale.co.uk/prima-fries-vegetable-cutter,https://www.amazon.co.uk/dp/B0BP82LZMF,title,medium,2025-08-24T17:50:31.209204,800.0,Available (see Keepa data),,1.0,2.17,1.8083333333333333,14.99,2.25,3.26,0.55,2.4983333333333335,1.5736666666666668,8.378,0.9246666666666667,4.623333333333334,196.04240282685515,9.442,37.01134089392929
5038673140599,,B0B7Y3NJHN,Prima Wooden Handle BBQ Skewers 8mm CDU,3 X BBQ SKEWERS Wooden Handle 8MM Barbecue Kebab Sticks Grill Stainless Steel,https://www.poundwholesale.co.uk/prima-wooden-handle-bbq-skewers-8mm-cdu,https://www.amazon.co.uk/dp/B0B7Y3NJHN,title,medium,2025-08-24T17:44:11.688203,,,Available (see Keepa data),1.0,1.07,0.8916666666666667,8.99,1.12375,2.8,0.55,1.4983333333333335,1.0730833333333334,4.2815,0.42525000000000013,2.1262500000000006,147.485549132948,6.4384999999999994,28.381535038932153
