EAN,EAN_OnPage,ASIN,SupplierTitle,AmazonTitle,SupplierURL,AmazonURL,MatchMethod,Confidence,CreatedAt,bought_in_past_month,fba_seller_count,fbm_seller_count,total_offer_count,SupplierPrice_incVAT,SupplierPrice_exVAT,SellingPrice_incVAT,ReferralFee,FBAFee,PrepHouseFee,OutputVAT,InputVAT,NetProceeds,HMRC,NetProfit,ROI,Breakeven,ProfitMargin
5038673140582,,B01GGC86BA,Prima Wooden Handle BBQ Skewer 5mm,Tri-star 6pc 54cm stainless steel BBQ Skewers 5mm with Wooden Handle,https://www.poundwholesale.co.uk/prima-wooden-handle-bbq-skewer-5mm,https://www.amazon.co.uk/dp/B01GGC86BA,title,medium,2025-08-24T18:09:30.680593,,,Available (see Keepa data),1,0.74,0.6166666666666667,16.99,2.12375,2.8,0.55,2.8316666666666666,1.2180833333333334,11.081499999999998,1.6135833333333331,8.067916666666665,691.5357142857141,7.3085,56.98351971748086
5056170352628,5065021677131,B0FHC1FC5H,Ember BBQ Bamboo Skewers 30cm 100 Pack,"30cm Bamboo Skewers – 3mm Thick, 150-Pack – Natural Bamboo Sticks for BBQ, Grilling, Fruit & Crafts – Food-Safe, Eco-Friendly & Compostable – Smooth & Strong",https://www.poundwholesale.co.uk/ember-bbq-bamboo-skewers-30cm-100-pack,https://www.amazon.co.uk/dp/B0FHC1FC5H,title,medium,2025-08-24T18:12:44.889696,,Available (see Keepa data),,1,0.56,0.46666666666666673,8.89,1.33,3.65,0.55,1.481666666666667,1.1993333333333334,2.9140000000000006,0.28233333333333355,1.411666666666667,138.85245901639348,7.196000000000001,19.055118110236226
5053249002491,,B0DX68NFHZ,Simply Eggs Egg Timer,"Yeeanno Egg Timer,3 Pcs Generic Egg Timers for Boiling Eggs Colour-Changing Time Timer,Reusable Kitchen Gadget Heat Sensitive,Boiling Tool Cooking Accessories,Eggs Safe Durable Kitchen Aid Tool",https://www.poundwholesale.co.uk/simply-eggs-egg-timer,https://www.amazon.co.uk/dp/B0DX68NFHZ,title,medium,2025-08-24T18:08:42.236626,,Available (see Keepa data),,1,0.78,0.65,5.99,0.9,2.42,0.55,0.9983333333333335,0.9039999999999999,2.0060000000000007,0.0943333333333336,0.47166666666666757,39.30555555555563,5.4239999999999995,9.449081803005026
5015302416225,5015302416225,B01L019DR8,Bello Pop Up Mesh Food Cover 34cm Assorted Colours,Pop Up Food Cover 34cm,https://www.poundwholesale.co.uk/bello-pop-up-mesh-food-cover-34cm-assorted-colours,https://www.amazon.co.uk/dp/B01L019DR8,EAN,high,2025-08-24T18:07:00.826733,,,Available (see Keepa data),2,1.33,1.1083333333333334,6.89,1.03,3.05,0.55,1.1483333333333334,1.1476666666666666,1.9939999999999998,0.0006666666666668153,0.0033333333333329662,0.201005025125606,6.886,0.05805515239476865
5038673184814,5060831803657,B09335G4M2,Prima Bamboo Skewer 25cm 150 Pack,Bamboo BBQ Skewers 150 Pack 25cm Kebab BBQ Marshmallows Veg Burgers Buffet Party,https://www.poundwholesale.co.uk/prima-bamboo-skewer-25cm-150-pack,https://www.amazon.co.uk/dp/B09335G4M2,title,medium,2025-08-24T18:13:57.814727,,,Available (see Keepa data),1,0.68,0.5666666666666668,4.9,0.6125,2.8,0.55,0.8166666666666668,0.9058333333333334,0.8050000000000006,-0.08916666666666662,-0.44583333333333286,-39.92537313432831,5.435,-10.918367346938762
5015302465001,5015302465001,B008H2P0DU,Bello Freezer Ice Blocks 2 Pack Assorted Colours,Bello - 2 Pack Large Freezer Ice Blocks - Colour May Vary,https://www.poundwholesale.co.uk/freezer-blocks-4-cols-pack-2,https://www.amazon.co.uk/dp/B008H2P0DU,EAN,high,2025-08-24T18:07:50.156160,,,Available (see Keepa data),3,0.62,0.5166666666666667,4.23,0.63,2.4,0.55,0.7050000000000001,0.8193333333333334,0.5940000000000007,-0.11433333333333329,-0.5716666666666663,-53.593749999999964,4.9159999999999995,-16.217494089834503
5038673141381,5038673141381,B00J4KQSG2,"Prima BBQ Skewer With Spring Handle 22"" 6pc","PRIMA BBQ Skewer with Spring Handle 22"" 6Pc",https://www.poundwholesale.co.uk/prima-bbq-skewer-with-spring-handle-22-6pc,https://www.amazon.co.uk/dp/B00J4KQSG2,EAN,high,2025-08-24T18:14:43.077935,,,Available (see Keepa data),4,4.75,3.9583333333333335,7.95,1.19,3.65,0.55,1.3250000000000002,1.869666666666667,2.1420000000000003,-0.5446666666666669,-2.7233333333333345,-60.40665434380779,11.218000000000002,-41.10691823899373
5038673141367,5038673141367,B0CCJW763N,Prima Bamboo Skewers 35cm 25 Pack,"PRIMA 14136C 25pc-35cm 14"" Bamboo BBQ Skewer Thick, Wood",https://www.poundwholesale.co.uk/prima-bamboo-skewers-35cm-25-pack,https://www.amazon.co.uk/dp/B0CCJW763N,EAN,high,2025-08-24T18:15:23.245621,,,Available (see Keepa data),1,1.27,1.0583333333333333,7.99,1.2,5.77,0.55,1.3316666666666668,1.7156666666666667,-0.3739999999999988,-0.3839999999999999,-1.919999999999999,-119.37823834196885,10.293999999999999,-28.83604505632038
5038673184821,5038673184821,B0CDC8MJBZ,Prima Bamboo Skewer 30cm 80 Pack,Prima 18482C 80pc-30cm Bamboo Skewer (4mm Thickness),https://www.poundwholesale.co.uk/prima-bamboo-skewer-30cm-80-pack,https://www.amazon.co.uk/dp/B0CDC8MJBZ,EAN,high,2025-08-24T18:10:43.544626,,,Available (see Keepa data),1,0.71,0.5916666666666667,6.99,1.05,5.77,0.55,1.1650000000000003,1.5923333333333334,-1.193999999999999,-0.4273333333333331,-2.136666666666666,-187.1532846715328,9.553999999999998,-36.68097281831186
5038673141374,5038673141374,B00EALH36O,Prima Bamboo Skewers 35cm 50 Pack,"PRIMA 14137C 50pc-35cm 14"" BBQ Skewer Thin, Bamboo",https://www.poundwholesale.co.uk/prima-bamboo-skewers-35cm-50-pack,https://www.amazon.co.uk/dp/B00EALH36O,EAN,high,2025-08-24T18:11:53.560007,,,Available (see Keepa data),2,0.99,0.8250000000000001,5.99,0.9,5.77,0.55,0.9983333333333335,1.609,-2.0139999999999993,-0.6106666666666665,-3.053333333333333,-222.06060606060603,9.654,-61.168614357262086
