EAN,EAN_OnPage,ASIN,SupplierTitle,AmazonTitle,SupplierURL,AmazonURL,MatchMethod,Confidence,CreatedAt,bought_in_past_month,fba_seller_count,fbm_seller_count,total_offer_count,SupplierPrice_incVAT,SupplierPrice_exVAT,SellingPrice_incVAT,ReferralFee,FBAFee,PrepHouseFee,OutputVAT,InputVAT,NetProceeds,HMRC,NetProfit,ROI,Breakeven,ProfitMargin
5055319555869,5060803013541,B09GMQ1BHK,Auto Extreme Professional Engine Degreaser And Cleaner Spray 300ml (Expired Stock 2017),HLS Supplies DG-15 20L Degreaser Cleaner - Degreaser Kitchen Heavy Duty,https://www.poundwholesale.co.uk/auto-extreme-professional-engine-degreaser-and-cleaner-spray-300ml,https://www.amazon.co.uk/dp/B09GMQ1BHK,title,medium,2025-08-24T17:41:40.754988,,,Available (see Keepa data),1.0,0.36,0.3,30.99,3.87375,2.8,0.55,5.165000000000001,1.50475,22.981499999999997,3.660250000000001,18.30125,2153.088235294117,9.0285,70.86640851887705
5055319573573,,B0CKX1FG7P,Sewing Machine Oil 150ml,"Cliselda Acrylic Display Case with Black Base, Assemble Acrylic Display Box, Acrylic Box Curiosity Cube Plastic Dustproof Showcase for Display Collectible Action Figures Toys (20x20x30 cm)",https://www.poundwholesale.co.uk/sewing-machine-oil-150ml,https://www.amazon.co.uk/dp/B0CKX1FG7P,EAN,high,2025-08-24T17:42:36.353100,,Available (see Keepa data),,1.0,0.67,0.5583333333333333,26.99,4.05,3.26,0.55,4.498333333333333,1.6836666666666666,18.218,2.8146666666666667,14.073333333333334,1269.7744360902257,10.101999999999999,62.571322712115595
5019702951744,,B0FGNVDF59,Rapide Easy Grease 200ml,"5220FR2075L, 5220FR2006H Water Inlet Valve, Washing Machine Cold and Hot Side Water Valve Set, Compatible with 5221ER1003A 5221ER1003C",https://www.poundwholesale.co.uk/rapide-easy-grease-200ml,https://www.amazon.co.uk/dp/B0FGNVDF59,EAN,high,2025-08-24T17:43:22.702259,,,Available (see Keepa data),1.0,0.65,0.5416666666666667,17.99,2.7,2.94,0.55,2.9983333333333335,1.3463333333333336,11.221999999999998,1.652,8.259999999999998,756.6412213740455,8.078000000000001,55.097276264591436
5055319517477,,B0CKX1FG7P,"All Purpose Nato Green Spray Paint 400ml (Metal,Wood And Plastic)","Cliselda Acrylic Display Case with Black Base, Assemble Acrylic Display Box, Acrylic Box Curiosity Cube Plastic Dustproof Showcase for Display Collectible Action Figures Toys (20x20x30 cm)",https://www.poundwholesale.co.uk/all-purpose-nato-green-spray-paint-400ml-metal-wood-and-plastic,https://www.amazon.co.uk/dp/B0CKX1FG7P,EAN,high,2025-08-24T17:40:53.983007,,Available (see Keepa data),,1.0,1.5,1.25,26.99,4.05,3.26,0.55,4.498333333333333,1.822,18.218,2.676333333333333,13.381666666666668,743.425925925926,10.931999999999999,59.496109670248245
5038673140599,,B0B7Y3NJHN,Prima Wooden Handle BBQ Skewers 8mm CDU,3 X BBQ SKEWERS Wooden Handle 8MM Barbecue Kebab Sticks Grill Stainless Steel,https://www.poundwholesale.co.uk/prima-wooden-handle-bbq-skewers-8mm-cdu,https://www.amazon.co.uk/dp/B0B7Y3NJHN,title,medium,2025-08-24T17:44:11.688203,,,Available (see Keepa data),1.0,1.07,0.8916666666666667,8.99,1.12375,2.8,0.55,1.4983333333333335,1.0730833333333334,4.2815,0.42525000000000013,2.1262500000000006,147.485549132948,6.4384999999999994,28.381535038932153
5038673140629,5060630690700,B07N2SSWF2,Prima Stainless Steel Wooden Handle BBQ Skewers 10mm,"MATANA 250 Wooden Paddle Skewers, 18cm - Flat Bamboo Sticks - Cocktails, Kebab, Burger, Barbecue, Chocolate Fountain, Fruits, BBQ Party - 100% Natural",https://www.poundwholesale.co.uk/prima-stainless-steel-wooden-handle-bbq-skewers-10mm,https://www.amazon.co.uk/dp/B07N2SSWF2,title,medium,2025-08-24T17:44:59.347932,100.0,Available (see Keepa data),Available (see Keepa data),2.0,2.48,2.066666666666667,11.99,1.8,2.72,0.55,1.9983333333333335,1.4273333333333336,6.566,0.571,2.8549999999999995,109.10828025477703,8.564,28.57381150959132
5056338382597,5056338382597,B0937LZ578,DID Cocktail Sticks Set 4 X 150pc,Cocktail Sticks 4 x 150pc (600pcs),https://www.poundwholesale.co.uk/did-cocktail-sticks-set-4-x-150pc,https://www.amazon.co.uk/dp/B0937LZ578,EAN,high,2025-08-24T17:48:22.934091,,,Available (see Keepa data),2.0,0.6,0.5,5.99,0.9,2.65,0.55,0.9983333333333335,0.9199999999999999,1.7300000000000004,0.07833333333333359,0.3916666666666675,37.30158730158738,5.52,7.846410684474139
5055319552929,5055319552929,B004ZQO4IY,Bicycle Tyre Fix 200ml,Bicycle Tyre Fix Spray Temporary Puncture Repair,https://www.poundwholesale.co.uk/bicycle-tyre-fix-200ml,https://www.amazon.co.uk/dp/B004ZQO4IY,EAN,high,2025-08-24T17:39:59.718475,100.0,,Available (see Keepa data),5.0,0.67,0.5583333333333333,3.99,0.49875,1.87,0.55,0.665,0.6954166666666668,1.1475,-0.03041666666666676,-0.15208333333333357,-13.721804511278215,4.1725,-4.573934837092739
5055319571265,,B007TI0EYS,Paint Factory Household Clear Gloss Spray Varnish 250ml,Paint Factory Clear Gloss Varnish Spray Can 250ml,https://www.poundwholesale.co.uk/paint-factory-household-clear-gloss-spray-varnish-250ml,https://www.amazon.co.uk/dp/B007TI0EYS,EAN_cached,low,2025-08-24T17:40:09.066793,,,,,0.67,0.5583333333333333,4.99,0.6237500000000001,2.8,0.55,0.8316666666666668,0.9064166666666668,0.8815,-0.07474999999999998,-0.37374999999999936,-33.72180451127814,5.4385,-8.98797595190379
5055257854123,5055257854123,B004XZUZAI,Colour Changing Egg Timer,Robby's Colour Changing Egg Timer - Simply sits in pan as your eggs cook!,https://www.poundwholesale.co.uk/colour-changing-egg-timer,https://www.amazon.co.uk/dp/B004XZUZAI,EAN,high,2025-08-24T17:45:45.313209,,Available (see Keepa data),Available (see Keepa data),5.0,0.6,0.5,3.9,0.59,2.42,0.55,0.65,0.8119999999999999,0.28800000000000026,-0.16199999999999992,-0.8099999999999996,-77.1428571428571,4.871999999999999,-24.923076923076913
